ID_CLIENTE;SAFRA_REF;PROBABILIDADE_INADIMPLENCIA
274692171162531764;2021-09;0.5222
274692171162531764;2021-09;0.5222
274692171162531764;2021-09;0.5222
274692171162531764;2021-09;0.5222
274692171162531764;2021-10;0.534
274692171162531764;2021-10;0.534
274692171162531764;2021-10;0.5336
274692171162531764;2021-10;0.5336
274692171162531764;2021-10;0.5339
274692171162531764;2021-10;0.534
274692171162531764;2021-10;0.534
287529573188507001;2021-07;0.1527
287529573188507001;2021-09;0.1462
287529573188507001;2021-10;0.1468
295375823203017296;2021-07;0.1868
295375823203017296;2021-07;0.1872
295375823203017296;2021-07;0.1868
295375823203017296;2021-07;0.1872
295375823203017296;2021-07;0.1868
295375823203017296;2021-08;0.1904
295375823203017296;2021-09;0.1879
295375823203017296;2021-09;0.1875
295375823203017296;2021-10;0.1875
295375823203017296;2021-10;0.1875
295375823203017296;2021-11;0.1899
295375823203017296;2021-11;0.1849
312543480920432545;2021-07;0.4402
312543480920432545;2021-07;0.1258
312543480920432545;2021-07;0.1258
312543480920432545;2021-07;0.122
312543480920432545;2021-07;0.1218
312543480920432545;2021-07;0.1218
312543480920432545;2021-08;0.1219
312543480920432545;2021-08;0.1223
312543480920432545;2021-08;0.126
312543480920432545;2021-08;0.1256
312543480920432545;2021-08;0.1256
312543480920432545;2021-08;0.1256
312543480920432545;2021-08;0.1256
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1215
312543480920432545;2021-09;0.1212
312543480920432545;2021-09;0.1215
312543480920432545;2021-10;0.1268
312543480920432545;2021-10;0.1268
312543480920432545;2021-10;0.1268
312543480920432545;2021-10;0.1231
312543480920432545;2021-10;0.1231
312543480920432545;2021-10;0.1231
312543480920432545;2021-11;0.1228
312543480920432545;2021-11;0.4549
312543480920432545;2021-11;0.1228
312543480920432545;2021-11;0.1228
312543480920432545;2021-11;0.1228
312543480920432545;2021-11;0.1228
312543480920432545;2021-11;0.1214
312543480920432545;2021-11;0.1214
312543480920432545;2021-11;0.1218
314309872114206760;2021-07;0.5545
314309872114206760;2021-07;0.5545
314309872114206760;2021-08;0.5545
314309872114206760;2021-08;0.5545
314309872114206760;2021-08;0.5545
314309872114206760;2021-08;0.5545
314309872114206760;2021-08;0.5376
314309872114206760;2021-08;0.5376
314309872114206760;2021-08;0.5376
314309872114206760;2021-08;0.5376
314309872114206760;2021-09;0.523
314309872114206760;2021-09;0.523
314309872114206760;2021-09;0.523
314309872114206760;2021-09;0.5075
314309872114206760;2021-09;0.5075
314309872114206760;2021-09;0.5071
314309872114206760;2021-09;0.502
314309872114206760;2021-09;0.5002
314309872114206760;2021-09;0.5002
314309872114206760;2021-09;0.5002
314309872114206760;2021-09;0.5002
314309872114206760;2021-09;0.5002
314309872114206760;2021-09;0.5002
314309872114206760;2021-10;0.5339
324916756972236008;2021-07;0.4986
324916756972236008;2021-07;0.7349
324916756972236008;2021-07;0.5032
324916756972236008;2021-07;0.4988
324916756972236008;2021-07;0.5032
324916756972236008;2021-07;0.5032
324916756972236008;2021-07;0.4916
324916756972236008;2021-08;0.4902
324916756972236008;2021-08;0.4864
324916756972236008;2021-08;0.4902
324916756972236008;2021-08;0.5627
324916756972236008;2021-08;0.5004
324916756972236008;2021-08;0.4966
324916756972236008;2021-09;0.4976
324916756972236008;2021-09;0.4976
324916756972236008;2021-09;0.4982
324916756972236008;2021-09;0.498
324916756972236008;2021-09;0.4982
324916756972236008;2021-09;0.4976
324916756972236008;2021-09;0.5018
324916756972236008;2021-10;0.4936
324916756972236008;2021-10;0.4943
324916756972236008;2021-10;0.4943
324916756972236008;2021-10;0.4943
324916756972236008;2021-10;0.4943
324916756972236008;2021-11;0.4931
324916756972236008;2021-11;0.4887
324916756972236008;2021-11;0.489
324916756972236008;2021-11;0.489
324916756972236008;2021-11;0.489
326257359176916767;2021-07;0.1753
326257359176916767;2021-08;0.1779
326257359176916767;2021-09;0.1816
326257359176916767;2021-09;0.1816
326257359176916767;2021-09;0.1804
326257359176916767;2021-10;0.1786
340285351737204923;2021-07;0.5882
340285351737204923;2021-07;0.5852
340285351737204923;2021-07;0.5852
340285351737204923;2021-07;0.5852
340285351737204923;2021-08;0.5852
340285351737204923;2021-08;0.5726
340285351737204923;2021-08;0.5716
340285351737204923;2021-09;0.5645
340285351737204923;2021-09;0.5251
340285351737204923;2021-09;0.4939
340285351737204923;2021-09;0.4905
340285351737204923;2021-09;0.4854
340285351737204923;2021-09;0.4902
340285351737204923;2021-09;0.4862
340285351737204923;2021-09;0.4809
340285351737204923;2021-10;0.4842
340285351737204923;2021-10;0.4842
340285351737204923;2021-10;0.4823
340285351737204923;2021-10;0.4823
345033315379741874;2021-09;0.1997
345033315379741874;2021-10;0.1853
345447888460137901;2021-07;0.4871
345447888460137901;2021-08;0.4932
345447888460137901;2021-09;0.4769
410843023337872279;2021-07;0.3102
410843023337872279;2021-07;0.3106
410843023337872279;2021-07;0.3106
410843023337872279;2021-08;0.6025
410843023337872279;2021-09;0.3143
410843023337872279;2021-09;0.3113
410843023337872279;2021-09;0.3119
410843023337872279;2021-10;0.5371
410843023337872279;2021-10;0.3029
410843023337872279;2021-10;0.3033
410843023337872279;2021-10;0.3088
410843023337872279;2021-11;0.3095
410843023337872279;2021-11;0.3044
411246418132008456;2021-07;0.1835
417157680860985231;2021-07;0.1489
417157680860985231;2021-07;0.1558
417157680860985231;2021-08;0.1385
417157680860985231;2021-08;0.1313
417157680860985231;2021-08;0.1316
417157680860985231;2021-08;0.1237
417157680860985231;2021-08;0.124
417157680860985231;2021-09;0.128
417157680860985231;2021-09;0.128
417157680860985231;2021-09;0.1352
417157680860985231;2021-09;0.1284
417157680860985231;2021-09;0.128
417157680860985231;2021-09;0.5029
417157680860985231;2021-09;0.128
417157680860985231;2021-09;0.128
417157680860985231;2021-10;0.1251
417157680860985231;2021-10;0.1255
417157680860985231;2021-10;0.1238
417157680860985231;2021-10;0.4678
417157680860985231;2021-10;0.1238
417157680860985231;2021-10;0.1238
417157680860985231;2021-10;0.1238
417157680860985231;2021-10;0.1238
417157680860985231;2021-11;0.1223
417157680860985231;2021-11;0.1223
417157680860985231;2021-11;0.1223
417157680860985231;2021-11;0.1223
417157680860985231;2021-11;0.1223
459290606780222306;2021-07;0.1561
459290606780222306;2021-07;0.1561
459290606780222306;2021-07;0.1583
459290606780222306;2021-07;0.1561
459290606780222306;2021-07;0.1561
459290606780222306;2021-07;0.1561
459290606780222306;2021-07;0.1523
459290606780222306;2021-07;0.1526
459290606780222306;2021-07;0.1526
459290606780222306;2021-07;0.1526
459290606780222306;2021-07;0.1526
459290606780222306;2021-07;0.1526
459290606780222306;2021-07;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-08;0.1526
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1819
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-09;0.1987
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1404
459290606780222306;2021-10;0.1404
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1401
459290606780222306;2021-10;0.1404
459290606780222306;2021-10;0.1401
459290606780222306;2021-11;0.1401
459290606780222306;2021-11;0.1401
459290606780222306;2021-11;0.1401
459290606780222306;2021-11;0.1401
459290606780222306;2021-11;0.1404
459290606780222306;2021-11;0.139
459290606780222306;2021-11;0.1384
459290606780222306;2021-11;0.1384
460993244124061972;2021-11;0.4981
460993244124061972;2021-11;0.4922
465309249432033993;2021-07;0.1599
465309249432033993;2021-07;0.1599
465309249432033993;2021-07;0.1599
465309249432033993;2021-07;0.1599
465309249432033993;2021-07;0.1664
465309249432033993;2021-08;0.1664
465309249432033993;2021-08;0.1664
465309249432033993;2021-08;0.1588
465309249432033993;2021-08;0.1584
465309249432033993;2021-08;0.1588
465309249432033993;2021-08;0.1584
465309249432033993;2021-08;0.1584
465309249432033993;2021-09;0.4485
465309249432033993;2021-09;0.1656
465309249432033993;2021-09;0.1759
465309249432033993;2021-10;0.1693
465309249432033993;2021-10;0.1687
465309249432033993;2021-10;0.1687
465309249432033993;2021-10;0.1683
465309249432033993;2021-11;0.2368
465309249432033993;2021-11;0.2368
465309249432033993;2021-11;0.2326
465309249432033993;2021-11;0.2368
472772897496154354;2021-07;0.1213
472772897496154354;2021-08;0.1213
472772897496154354;2021-08;0.1213
472772897496154354;2021-08;0.1213
472772897496154354;2021-08;0.1161
472772897496154354;2021-08;0.1165
472772897496154354;2021-09;0.1178
472772897496154354;2021-09;0.1178
472772897496154354;2021-09;0.1171
472772897496154354;2021-09;0.1175
472772897496154354;2021-10;0.1163
472772897496154354;2021-10;0.1236
472772897496154354;2021-11;0.1241
493667100055938118;2021-09;0.5346
493667100055938118;2021-11;0.5357
499242942549937267;2021-07;0.7532
499242942549937267;2021-07;0.746
499242942549937267;2021-07;0.744
499242942549937267;2021-07;0.7465
499242942549937267;2021-07;0.7465
499242942549937267;2021-07;0.7512
499242942549937267;2021-07;0.7465
499242942549937267;2021-07;0.7389
499242942549937267;2021-07;0.7317
499242942549937267;2021-07;0.733
499242942549937267;2021-07;0.7327
499242942549937267;2021-07;0.7354
499242942549937267;2021-07;0.7327
499242942549937267;2021-07;0.7302
499242942549937267;2021-07;0.7327
499242942549937267;2021-07;0.7327
499242942549937267;2021-07;0.7302
499242942549937267;2021-08;0.7098
499242942549937267;2021-08;0.7047
499242942549937267;2021-08;0.7098
499242942549937267;2021-08;0.7071
503021894071666233;2021-07;0.2607
503021894071666233;2021-08;0.2523
503021894071666233;2021-08;0.2475
503021894071666233;2021-08;0.2426
503021894071666233;2021-10;0.2239
503021894071666233;2021-10;0.2069
503021894071666233;2021-10;0.2052
503021894071666233;2021-10;0.2105
503021894071666233;2021-11;0.2081
510795635145114083;2021-07;0.3628
510795635145114083;2021-07;0.3631
510795635145114083;2021-07;0.3628
510795635145114083;2021-07;0.3599
510795635145114083;2021-07;0.3595
510795635145114083;2021-07;0.3601
510795635145114083;2021-07;0.3599
510795635145114083;2021-08;0.3599
510795635145114083;2021-08;0.3601
510795635145114083;2021-08;0.3599
510795635145114083;2021-08;0.3599
510795635145114083;2021-09;0.3892
510795635145114083;2021-09;0.3892
510795635145114083;2021-09;0.3892
510795635145114083;2021-09;0.3892
510795635145114083;2021-09;0.3953
510795635145114083;2021-09;0.395
510795635145114083;2021-10;0.3707
510795635145114083;2021-10;0.3703
510795635145114083;2021-10;0.3703
510795635145114083;2021-10;0.3676
510795635145114083;2021-11;0.3703
510795635145114083;2021-11;0.3703
510795635145114083;2021-11;0.3703
510795635145114083;2021-11;0.3706
510795635145114083;2021-11;0.3737
510795635145114083;2021-11;0.3734
511305041047444825;2021-07;0.5872
511305041047444825;2021-07;0.5848
511305041047444825;2021-07;0.5848
511305041047444825;2021-08;0.5863
511305041047444825;2021-09;0.7915
511305041047444825;2021-09;0.5863
511305041047444825;2021-09;0.5863
511305041047444825;2021-09;0.5863
511305041047444825;2021-10;0.575
511305041047444825;2021-10;0.575
511305041047444825;2021-10;0.5757
511305041047444825;2021-10;0.5745
511305041047444825;2021-11;0.5955
521351744568531135;2021-08;0.1794
521351744568531135;2021-09;0.1737
521351744568531135;2021-10;0.1731
521351744568531135;2021-10;0.172
521351744568531135;2021-11;0.1697
521351744568531135;2021-11;0.1697
524026009392362402;2021-07;0.1768
524026009392362402;2021-07;0.1768
524026009392362402;2021-08;0.1786
524026009392362402;2021-08;0.1786
524026009392362402;2021-09;0.485
524026009392362402;2021-09;0.1778
524026009392362402;2021-10;0.1916
524026009392362402;2021-10;0.5379
531805620371082364;2021-07;0.6172
531805620371082364;2021-08;0.6322
531805620371082364;2021-08;0.6308
531805620371082364;2021-09;0.8034
531805620371082364;2021-09;0.6322
531805620371082364;2021-09;0.6201
531805620371082364;2021-10;0.616
531805620371082364;2021-10;0.6128
531805620371082364;2021-10;0.608
531805620371082364;2021-11;0.7972
621182491555347581;2021-07;0.5807
621182491555347581;2021-07;0.5798
621182491555347581;2021-07;0.5746
621182491555347581;2021-07;0.5753
621182491555347581;2021-07;0.5753
621182491555347581;2021-07;0.5744
621182491555347581;2021-07;0.5753
621182491555347581;2021-08;0.5681
621182491555347581;2021-08;0.5675
621182491555347581;2021-08;0.5587
621182491555347581;2021-08;0.5632
621182491555347581;2021-08;0.558
621182491555347581;2021-08;0.5573
621182491555347581;2021-09;0.5518
621182491555347581;2021-09;0.5525
621182491555347581;2021-09;0.5521
621182491555347581;2021-09;0.7291
621182491555347581;2021-10;0.5458
621182491555347581;2021-10;0.5435
621182491555347581;2021-10;0.5428
621182491555347581;2021-10;0.5428
621182491555347581;2021-10;0.5109
621182491555347581;2021-10;0.5109
621182491555347581;2021-10;0.4994
621182491555347581;2021-11;0.5303
621182491555347581;2021-11;0.5301
621182491555347581;2021-11;0.5235
622073912578471754;2021-07;0.7371
622073912578471754;2021-07;0.7364
622073912578471754;2021-09;0.734
622073912578471754;2021-09;0.734
622073912578471754;2021-10;0.731
622073912578471754;2021-10;0.7256
622073912578471754;2021-10;0.7145
644457054514416604;2021-10;0.3625
644457054514416604;2021-10;0.3494
644457054514416604;2021-10;0.3385
652740132671309295;2021-07;0.3578
652740132671309295;2021-07;0.5081
652740132671309295;2021-07;0.3578
652740132671309295;2021-07;0.3583
652740132671309295;2021-07;0.3583
652740132671309295;2021-08;0.5135
652740132671309295;2021-09;0.3682
652740132671309295;2021-09;0.4911
652740132671309295;2021-10;0.3703
652740132671309295;2021-10;0.367
652740132671309295;2021-11;0.3632
652740132671309295;2021-11;0.3632
660382477567765256;2021-07;0.4244
660382477567765256;2021-07;0.4212
660382477567765256;2021-07;0.4244
660382477567765256;2021-08;0.4837
660382477567765256;2021-08;0.4942
660382477567765256;2021-08;0.4959
660382477567765256;2021-09;0.4592
660382477567765256;2021-09;0.4592
660382477567765256;2021-09;0.456
660382477567765256;2021-09;0.4589
660382477567765256;2021-09;0.4538
660382477567765256;2021-09;0.4544
660382477567765256;2021-09;0.4544
660382477567765256;2021-10;0.4145
660382477567765256;2021-10;0.4133
660382477567765256;2021-10;0.4173
660382477567765256;2021-10;0.4144
660382477567765256;2021-11;0.43
660382477567765256;2021-11;0.4282
662944582644865942;2021-07;0.4255
662944582644865942;2021-07;0.4289
662944582644865942;2021-08;0.4436
662944582644865942;2021-08;0.4496
662944582644865942;2021-08;0.45
662944582644865942;2021-08;0.4437
662944582644865942;2021-09;0.449
662944582644865942;2021-09;0.4454
662944582644865942;2021-09;0.4448
662944582644865942;2021-09;0.4448
662944582644865942;2021-09;0.449
662944582644865942;2021-09;0.4462
662944582644865942;2021-10;0.4517
662944582644865942;2021-10;0.4582
662944582644865942;2021-10;0.4586
662944582644865942;2021-10;0.4586
662944582644865942;2021-10;0.4394
662944582644865942;2021-11;0.4163
662944582644865942;2021-11;0.4156
662944582644865942;2021-11;0.4167
662944582644865942;2021-11;0.417
662944582644865942;2021-11;0.417
665505091521986356;2021-08;0.188
665505091521986356;2021-09;0.1745
665505091521986356;2021-09;0.1745
665505091521986356;2021-10;0.1727
665505091521986356;2021-10;0.1727
665505091521986356;2021-10;0.1727
665505091521986356;2021-11;0.1779
665505091521986356;2021-11;0.1779
665505091521986356;2021-11;0.1725
665854826624598350;2021-07;0.2122
665854826624598350;2021-07;0.1819
665854826624598350;2021-07;0.1874
665854826624598350;2021-08;0.2141
665854826624598350;2021-08;0.198
665854826624598350;2021-08;0.1838
665854826624598350;2021-08;0.1893
665854826624598350;2021-08;0.1893
665854826624598350;2021-08;0.1893
665854826624598350;2021-08;0.1893
665854826624598350;2021-08;0.1893
665854826624598350;2021-08;0.1893
665854826624598350;2021-09;0.2318
665854826624598350;2021-09;0.1898
665854826624598350;2021-09;0.2553
665854826624598350;2021-10;0.1898
665854826624598350;2021-10;0.1898
670573866376512619;2021-07;0.3807
670573866376512619;2021-07;0.3783
670573866376512619;2021-07;0.377
670573866376512619;2021-07;0.3711
670573866376512619;2021-10;0.3828
670573866376512619;2021-10;0.3828
682352428813668634;2021-07;0.4817
682352428813668634;2021-07;0.4858
682352428813668634;2021-07;0.4858
682352428813668634;2021-07;0.4817
682352428813668634;2021-07;0.4858
682352428813668634;2021-07;0.4858
682352428813668634;2021-07;0.4773
682352428813668634;2021-07;0.4773
682352428813668634;2021-07;0.4773
682352428813668634;2021-08;0.4576
682352428813668634;2021-08;0.4576
682352428813668634;2021-08;0.4576
682352428813668634;2021-08;0.4641
682352428813668634;2021-08;0.4641
682352428813668634;2021-08;0.4692
682352428813668634;2021-08;0.4692
682352428813668634;2021-08;0.4692
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4798
682352428813668634;2021-09;0.4794
682352428813668634;2021-10;0.4889
682352428813668634;2021-10;0.4889
682352428813668634;2021-10;0.4889
682352428813668634;2021-10;0.4881
682352428813668634;2021-10;0.4881
682352428813668634;2021-10;0.4877
682352428813668634;2021-10;0.4881
682352428813668634;2021-10;0.4881
682352428813668634;2021-11;0.4685
682352428813668634;2021-11;0.4685
682352428813668634;2021-11;0.4685
682352428813668634;2021-11;0.4685
