SAFRA_REF,INADIMPLENTE,VALOR_A_PAGAR,TAXA,RENDA_MES_ANTERIOR,DIAS_DE_CADASTRO,QTD_COBRANCAS_ANTERIORES,QTD_ATRASOS_ANTERIORES,TAXA_ATRASO_HISTORICA,FLAG_PF,PORTE_MEDIO,PORTE_Outros / Nao aplica ,PORTE_PEQUENO,SEGMENTO_INDUSTRIAL_Indústria,SEGMENTO_INDUSTRIAL_Outros / Nao aplica ,SEGMENTO_INDUSTRIAL_Serviços,REGIAO_Desconhecido,REGIAO_Nordeste,REGIAO_Norte,REGIAO_Sudeste,REGIAO_Sul
2018-09-01,0,90688.59,5.99,300502.0,2782,13,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-09-01,0,98011.37,5.99,300502.0,2783,14,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,945.6,5.99,499238.0,2787,15,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,89264.3,5.99,499238.0,2798,16,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,64259.4,5.99,499238.0,2800,17,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,31709.6,5.99,499238.0,2802,18,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,99243.5,5.99,499238.0,2802,19,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-10-01,0,40089.5,5.99,499238.0,2808,20,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,53852.65,5.99,256117.0,2817,21,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,11828.0,5.99,256117.0,2818,22,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,89997.95,5.99,256117.0,2825,23,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,34929.0,5.99,256117.0,2828,24,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,55873.35,4.99,256117.0,2834,25,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,90768.45,4.99,256117.0,2837,26,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,88720.85,4.99,256117.0,2841,27,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,85615.0,4.99,256117.0,2843,28,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-11-01,0,90116.0,4.99,256117.0,2844,29,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,89637.05,4.99,433897.0,2847,30,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,945.6,4.99,433897.0,2849,31,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,85499.0,4.99,433897.0,2849,32,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,48185.0,4.99,433897.0,2853,33,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,61643.9,4.99,433897.0,2858,34,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,70478.8,4.99,433897.0,2859,35,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2018-12-01,0,83994.81,11.99,433897.0,2872,36,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,34758.695,11.99,370549.0,2885,37,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,11095.0,11.99,370549.0,2892,38,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,81835.2,5.99,370549.0,2898,39,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,32685.0,5.99,370549.0,2904,40,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,25666.4,5.99,370549.0,2904,41,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-01-01,0,83114.4,5.99,370549.0,2905,42,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-02-01,0,71113.45,5.99,437759.0,2912,43,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-02-01,0,12436.95,5.99,437759.0,2920,44,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-02-01,0,30520.3,8.99,437759.0,2927,45,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,99650.8,8.99,476666.0,2942,46,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,24840.1,8.99,476666.0,2943,47,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,24840.1,8.99,476666.0,2944,48,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,94625.8,8.99,476666.0,2949,49,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,11583.6,8.99,476666.0,2952,50,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,48226.6,6.99,476666.0,2954,51,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,74873.0,6.99,476666.0,2956,52,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-03-01,0,48984.8,6.99,476666.0,2958,53,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,51535.45,6.99,320319.0,2968,54,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,26444.0,6.99,320319.0,2974,55,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,32181.45,6.99,320319.0,2980,56,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,44812.65,5.99,320319.0,2983,57,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,73640.6,5.99,320319.0,2984,58,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,50066.85,5.99,320319.0,2990,59,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-04-01,0,38458.2,5.99,320319.0,2996,60,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,50666.6,5.99,192951.0,3000,61,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,34758.695,5.99,192951.0,3003,62,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,23444.7,5.99,192951.0,3007,63,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,80180.3,5.99,192951.0,3012,64,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,23044.7,5.99,192951.0,3013,65,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-05-01,0,22990.0,5.99,192951.0,3028,66,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,29921.5,5.99,131748.0,3029,67,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,52811.5,5.99,131748.0,3029,68,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,60343.6,5.99,131748.0,3032,69,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,11445.0,5.99,131748.0,3034,70,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,93808.1,5.99,131748.0,3035,71,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,41366.8,5.99,131748.0,3037,72,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,78811.25,5.99,131748.0,3040,73,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,34758.695,6.99,131748.0,3045,74,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,48053.3,6.99,131748.0,3050,75,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,30228.4,6.99,131748.0,3051,76,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,89721.2,6.99,131748.0,3052,77,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,92511.3,6.99,131748.0,3054,78,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,11495.0,6.99,131748.0,3055,79,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-06-01,0,41129.8,6.99,131748.0,3058,80,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,66202.15,6.99,240502.0,3061,81,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,40969.24,6.99,240502.0,3062,82,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,95559.4,6.99,240502.0,3068,83,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,60131.5,8.99,240502.0,3078,84,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,90474.2,8.99,240502.0,3081,85,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-07-01,0,30295.2,8.99,240502.0,3088,86,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,59830.3,8.99,258859.0,3091,87,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,27204.15,8.99,258859.0,3093,88,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,29915.35,8.99,258859.0,3095,89,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,23967.9,8.99,258859.0,3097,90,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,59733.8,6.99,258859.0,3108,91,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,41704.05,6.99,258859.0,3111,92,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,11715.65,6.99,258859.0,3114,93,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-08-01,0,94239.8,6.99,258859.0,3115,94,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,30476.7,6.99,260881.0,3121,95,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11695.0,6.99,260881.0,3124,96,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,30123.85,6.99,260881.0,3126,97,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11877.91,6.99,260881.0,3129,98,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,65345.56,6.99,260881.0,3130,99,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,91571.61,6.99,260881.0,3131,100,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11877.91,6.99,260881.0,3134,101,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11995.0,5.99,260881.0,3138,102,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,18630.7,5.99,260881.0,3141,103,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11995.0,5.99,260881.0,3144,104,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,99011.8,5.99,260881.0,3145,105,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,11995.0,5.99,260881.0,3146,106,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-09-01,0,23990.0,5.99,260881.0,3148,107,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,42987.0,5.99,65536.0,3153,108,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,12146.0,5.99,65536.0,3157,109,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,30990.75,5.99,65536.0,3163,110,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,24591.7,5.99,65536.0,3167,111,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,59926.45,5.99,65536.0,3172,112,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,12495.8,5.99,65536.0,3174,113,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,24991.6,5.99,65536.0,3177,114,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,100713.4,5.99,65536.0,3180,115,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-01,0,28775.81,5.99,65536.0,3181,116,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,69126.25,5.99,1022986.0,3182,117,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,63300.81,5.99,1022986.0,3186,118,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,44967.15,5.99,1022986.0,3195,119,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,12898.6,5.99,1022986.0,3198,120,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,13098.85,5.99,1022986.0,3199,121,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,85086.1,5.99,1022986.0,3200,122,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-11-01,0,13373.55,5.99,1022986.0,3211,123,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,13297.11,5.99,422474.0,3220,124,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,102410.5,5.99,422474.0,3224,125,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,99536.25,5.99,422474.0,3229,126,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,1,46676.15,5.99,422474.0,3233,127,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,33393.3,5.99,422474.0,3236,128,1.0,0.0078125,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,47090.4,5.99,422474.0,3237,129,1.0,0.007751937984496124,0,0,0,1,0,0,0,0,0,0,1,0
2019-12-01,0,13872.15,5.99,422474.0,3241,130,1.0,0.007692307692307693,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,30407.25,5.99,243395.0,3244,131,1.0,0.007633587786259542,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,33070.3,5.99,243395.0,3245,132,1.0,0.007575757575757576,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,27744.2,5.99,243395.0,3247,133,1.0,0.007518796992481203,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,66951.6,5.99,243395.0,3249,134,1.0,0.007462686567164179,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,111434.8,5.99,243395.0,3259,135,1.0,0.007407407407407408,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,43639.05,5.99,243395.0,3261,136,1.0,0.007352941176470588,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,34758.695,5.99,243395.0,3265,137,1.0,0.0072992700729927005,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,27859.1,5.99,243395.0,3266,138,1.0,0.007246376811594203,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,47040.95,5.99,243395.0,3267,139,1.0,0.007194244604316547,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,60970.5,5.99,243395.0,3268,140,1.0,0.007142857142857143,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,91158.75,5.99,243395.0,3271,141,1.0,0.0070921985815602835,0,0,0,1,0,0,0,0,0,0,1,0
2020-01-01,0,28150.6,5.99,243395.0,3272,142,1.0,0.007042253521126761,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,105391.7,5.99,185125.0,3276,143,1.0,0.006993006993006993,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,53396.35,5.99,185125.0,3281,144,1.0,0.006944444444444444,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,82440.0,5.99,185125.0,3285,145,1.0,0.006896551724137931,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,91347.15,5.99,185125.0,3287,146,1.0,0.00684931506849315,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,66520.4,4.99,185125.0,3291,147,1.0,0.006802721088435374,0,0,0,1,0,0,0,0,0,0,1,0
2020-02-01,0,47027.95,4.99,185125.0,3298,148,1.0,0.006756756756756757,0,0,0,1,0,0,0,0,0,0,1,0
2020-03-01,0,30826.5,4.99,149410.0,3307,149,1.0,0.006711409395973154,0,0,0,1,0,0,0,0,0,0,1,0
2020-03-01,0,51094.1,4.99,149410.0,3310,150,1.0,0.006666666666666667,0,0,0,1,0,0,0,0,0,0,1,0
2020-03-01,0,72647.05,4.99,149410.0,3316,151,1.0,0.006622516556291391,0,0,0,1,0,0,0,0,0,0,1,0
2020-04-01,0,32890.4,4.99,208466.0,3335,152,1.0,0.006578947368421052,0,0,0,1,0,0,0,0,0,0,1,0
2020-04-01,0,33757.6,5.99,208466.0,3354,153,1.0,0.006535947712418301,0,0,0,1,0,0,0,0,0,0,1,0
2020-04-01,0,62525.35,5.99,208466.0,3362,154,1.0,0.006493506493506494,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,71869.1,5.99,110898.0,3364,155,1.0,0.0064516129032258064,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,102124.35,5.99,110898.0,3374,156,1.0,0.00641025641025641,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,95004.4,5.99,110898.0,3378,157,1.0,0.006369426751592357,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,49312.99,11.99,110898.0,3382,158,1.0,0.006329113924050633,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,88807.5,11.99,110898.0,3390,159,1.0,0.006289308176100629,0,0,0,1,0,0,0,0,0,0,1,0
2020-05-01,0,10874.65,11.99,110898.0,3392,160,1.0,0.00625,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,11174.45,11.99,127589.0,3396,161,1.0,0.006211180124223602,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,72197.05,11.99,127589.0,3397,162,1.0,0.006172839506172839,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,106830.2,11.99,127589.0,3406,163,1.0,0.006134969325153374,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,38762.6,4.99,127589.0,3412,164,1.0,0.006097560975609756,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,67216.15,4.99,127589.0,3415,165,1.0,0.006060606060606061,0,0,0,1,0,0,0,0,0,0,1,0
2020-06-01,0,85203.35,4.99,127589.0,3424,166,1.0,0.006024096385542169,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,660.0,4.99,273225.0,3429,167,1.0,0.005988023952095809,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,39359.5,4.99,273225.0,3435,168,1.0,0.005952380952380952,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,90599.2,4.99,273225.0,3437,169,1.0,0.005917159763313609,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,22238.8,4.99,273225.0,3440,170,1.0,0.0058823529411764705,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,40255.05,4.99,273225.0,3447,171,1.0,0.005847953216374269,0,0,0,1,0,0,0,0,0,0,1,0
2020-07-01,0,86930.99,4.99,273225.0,3448,172,1.0,0.005813953488372093,0,0,0,1,0,0,0,0,0,0,1,0
2020-08-01,0,67651.4,4.99,102260.0,3468,173,1.0,0.005780346820809248,0,0,0,1,0,0,0,0,0,0,1,0
2020-08-01,0,41287.95,5.99,102260.0,3485,174,1.0,0.005747126436781609,0,0,0,1,0,0,0,0,0,0,1,0
2020-08-01,0,70867.8,5.99,102260.0,3486,175,1.0,0.005714285714285714,0,0,0,1,0,0,0,0,0,0,1,0
2020-09-01,0,23103.51,5.99,362998.0,3494,176,1.0,0.005681818181818182,0,0,0,1,0,0,0,0,0,0,1,0
2020-09-01,0,74221.0,6.99,362998.0,3512,177,1.0,0.005649717514124294,0,0,0,1,0,0,0,0,0,0,1,0
2020-09-01,0,74221.0,6.99,362998.0,3514,178,1.0,0.0056179775280898875,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,93649.64,6.99,91295.0,3518,179,1.0,0.00558659217877095,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,39980.2,6.99,91295.0,3520,180,1.0,0.005555555555555556,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,56654.55,6.99,91295.0,3523,181,1.0,0.0055248618784530384,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,26353.4,6.99,91295.0,3523,182,1.0,0.005494505494505495,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,115959.6,6.99,91295.0,3531,183,1.0,0.00546448087431694,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,26837.79,4.99,91295.0,3533,184,1.0,0.005434782608695652,0,0,0,1,0,0,0,0,0,0,1,0
2020-10-01,0,61737.75,4.99,91295.0,3545,185,1.0,0.005405405405405406,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,98745.5,4.99,106783.0,3563,186,1.0,0.005376344086021506,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,103440.9,4.99,106783.0,3565,187,1.0,0.0053475935828877,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,117247.45,4.99,106783.0,3567,188,1.0,0.005319148936170213,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,79583.65,4.99,106783.0,3573,189,1.0,0.005291005291005291,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,79083.65,4.99,106783.0,3575,190,1.0,0.005263157894736842,0,0,0,1,0,0,0,0,0,0,1,0
2020-11-01,0,114252.55,4.99,106783.0,3577,191,1.0,0.005235602094240838,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,153310.9,4.99,46197.0,3579,192,1.0,0.005208333333333333,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,60459.45,4.99,46197.0,3580,193,1.0,0.0051813471502590676,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,118077.95,4.99,46197.0,3581,194,1.0,0.005154639175257732,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,115081.85,4.99,46197.0,3585,195,1.0,0.005128205128205128,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,48989.55,4.99,46197.0,3586,196,1.0,0.00510204081632653,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,46602.8,4.99,46197.0,3590,197,1.0,0.005076142131979695,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,13805.15,6.99,46197.0,3597,198,1.0,0.005050505050505051,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,43823.74,6.99,46197.0,3598,199,1.0,0.005025125628140704,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,41415.45,6.99,46197.0,3604,200,1.0,0.005,0,0,0,1,0,0,0,0,0,0,1,0
2020-12-01,0,83085.74,6.99,46197.0,3605,201,1.0,0.004975124378109453,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,28209.41,6.99,181828.0,3611,202,1.0,0.0049504950495049506,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,122327.5,6.99,181828.0,3616,203,1.0,0.0049261083743842365,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,124207.49,6.99,181828.0,3623,204,1.0,0.004901960784313725,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,103795.49,6.99,181828.0,3624,205,1.0,0.004878048780487805,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,107367.2,6.99,181828.0,3625,206,1.0,0.0048543689320388345,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,104158.8,6.99,181828.0,3626,207,1.0,0.004830917874396135,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,59347.65,6.99,181828.0,3629,208,1.0,0.004807692307692308,0,0,0,1,0,0,0,0,0,0,1,0
2021-01-01,0,84580.65,6.99,181828.0,3638,209,1.0,0.004784688995215311,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-01,0,52896.55,6.99,258050.0,3646,210,1.0,0.004761904761904762,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-01,0,55621.55,6.99,258050.0,3648,211,1.0,0.004739336492890996,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-01,0,16599.8,6.99,258050.0,3652,212,1.0,0.0047169811320754715,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-01,0,58821.15,11.99,258050.0,3655,213,1.0,0.004694835680751174,0,0,0,1,0,0,0,0,0,0,1,0
2021-02-01,0,61171.15,11.99,258050.0,3662,214,1.0,0.004672897196261682,0,0,0,1,0,0,0,0,0,0,1,0
